followers,following,posts,bio_length,profile_pic,is_private,fake
4879,3295,48,166,1,0,0
5319,761,495,95,1,1,0
2739,4683,345,17,1,1,0
9510,2121,189,152,1,0,0
9727,3582,292,6,1,0,0
4784,4197,176,183,1,0,0
9964,1629,451,125,0,1,0
877,4288,160,174,1,1,0
2870,1085,149,114,0,1,0
292,2457,69,110,0,1,0
9843,4395,32,81,1,0,0
8728,3266,283,130,1,1,0
2686,453,343,128,1,0,0
233,2621,259,32,0,1,0
2374,618,321,198,1,1,0
2272,636,76,73,0,1,0
966,2348,109,107,0,1,0
889,4874,304,58,0,1,0
3863,3036,383,71,1,1,0
6154,2249,138,159,1,0,0
3400,2721,34,86,0,1,0
8226,2349,422,144,0,0,0
4542,4432,393,16,0,0,0
3523,1994,234,88,0,1,0
1763,2820,329,148,1,1,0
3291,1071,199,54,1,1,0
2488,2031,324,5,0,0,0
1558,1249,150,83,0,0,0
4690,1295,33,176,0,0,0
6121,3556,123,83,1,0,0
2276,327,366,153,1,1,0
4439,796,31,159,0,0,0
1103,2861,271,71,1,0,0
7520,4760,323,108,1,0,0
9611,2793,309,111,0,0,0
5409,3094,123,171,1,1,0
9670,2977,411,186,1,1,0
7869,962,367,28,1,1,0
2956,1268,491,16,1,1,0
7710,372,315,17,1,1,0
6017,4380,77,167,1,0,0
9574,2568,75,62,0,0,0
3384,4902,59,81,0,0,0
9761,4742,84,74,0,0,0
28,3693,367,172,1,0,1
8897,1604,79,78,1,1,0
9212,95,373,89,1,0,0
9638,4369,171,130,0,1,0
7756,3941,257,130,0,1,0
6948,1200,278,165,1,1,0
5755,3944,220,98,1,0,0
3602,4879,45,106,1,0,0
5062,131,490,39,1,0,0
8071,3115,72,67,1,1,0
7244,1390,53,181,0,1,0
6372,1149,326,19,0,0,0
7105,3510,220,14,1,1,0
3581,3647,491,92,0,1,0
2762,807,380,132,1,1,0
572,4839,336,38,0,0,0
7705,50,8,39,1,1,0
614,3208,325,134,1,0,0
4050,55,171,199,1,0,0
325,3664,83,95,1,1,0
3740,743,329,99,0,1,0
358,4538,328,32,1,1,0
3777,2876,11,117,1,0,0
5906,79,480,36,1,0,0
1721,4472,31,31,1,1,0
1349,3940,417,42,0,1,0
3696,2966,338,190,0,0,0
3896,3728,288,35,0,1,0
4260,4536,319,97,1,0,0
9788,125,303,48,0,1,0
9819,218,271,24,1,1,0
6941,947,177,107,0,1,0
3808,4373,113,95,0,0,0
5246,594,406,65,1,1,0
8384,140,25,8,0,1,0
3845,2893,236,101,1,0,0
2577,3055,309,145,0,0,0
91,1630,171,21,1,0,1
4234,876,232,98,1,0,0
8672,4205,36,14,1,0,0
6592,2660,264,6,1,0,0
8128,3390,477,140,0,0,0
1075,4891,12,105,1,0,0
2513,2029,495,163,0,1,0
8168,4824,315,15,1,1,0
6861,2552,105,168,1,1,0
8990,3611,125,20,1,1,0
604,1040,335,27,1,0,0
2979,314,493,73,0,0,0
7140,3459,383,82,0,0,0
7065,4172,129,16,1,0,0
4916,3025,478,64,0,0,0
6800,2946,315,140,0,1,0
597,3236,255,35,1,1,0
9724,3680,440,57,0,0,0
7320,4807,114,19,1,1,0
8705,3106,298,103,1,0,0
5622,1537,402,179,0,0,0
1877,3872,123,5,0,1,0
1699,1867,255,22,1,1,0
9221,4949,138,169,1,0,0
5780,1161,205,151,1,1,0
716,3920,46,4,0,0,0
4086,3882,216,159,1,0,0
665,2756,318,45,1,1,0
7846,1912,390,16,1,0,0
6611,264,462,74,1,0,0
1079,4428,349,26,1,1,0
8419,4915,122,195,0,0,0
8340,1302,30,22,0,0,0
1069,1194,471,86,0,1,0
5263,1526,54,112,0,1,0
7951,3604,152,120,0,1,0
1363,4394,455,161,1,0,0
4508,2248,285,148,0,0,0
1755,1158,35,149,1,1,0
519,4367,305,64,0,1,0
5463,4630,397,159,0,0,0
7233,3513,284,189,1,1,0
1102,2078,410,27,0,0,0
597,1144,372,81,0,0,0
3273,68,255,6,1,1,0
5781,3717,177,181,0,0,0
6256,3008,35,101,0,1,0
7258,826,253,197,0,0,0
8780,1169,161,13,1,0,0
6554,983,20,182,0,0,0
9599,4576,293,57,0,1,0
8002,3977,74,43,1,0,0
4846,3334,480,173,0,0,0
9821,2340,206,13,1,1,0
9186,2015,459,43,1,1,0
4798,1452,471,168,1,0,0
6605,2133,177,72,1,1,0
2986,1039,381,1,0,0,0
400,4723,36,4,0,0,0
2855,4213,458,89,1,0,0
3412,3466,119,86,0,0,0
56,3026,402,139,0,0,1
8022,4257,117,77,0,0,0
1875,2747,0,126,1,1,0
4543,4262,208,76,0,0,0
4298,4395,423,98,1,0,0
3768,3495,310,46,1,1,0
5752,3855,207,78,0,0,0
4833,561,153,162,0,0,0
1353,2203,249,115,1,0,0
4987,3419,170,146,1,0,0
6597,1144,314,78,1,1,0
4311,2699,306,190,0,0,0
2934,1551,106,114,1,1,0
22,4021,142,7,0,1,1
1209,560,7,22,0,1,0
8940,1187,93,12,0,0,0
804,3133,397,22,0,0,0
8325,3411,96,30,1,1,0
4416,1689,489,157,1,1,0
8625,4407,6,169,1,0,0
5141,2423,273,129,1,0,0
4968,1369,11,138,1,0,0
3671,580,1,152,1,0,0
7292,976,433,156,1,0,0
7001,4272,348,21,0,1,0
2098,4609,404,125,1,1,0
8444,2356,6,146,0,1,0
5061,118,499,168,0,0,0
9321,1542,474,165,1,1,0
3264,4862,11,156,1,0,0
5435,3043,339,73,1,1,0
8493,972,56,21,1,0,0
6691,915,77,7,0,1,0
2763,1437,73,46,0,1,0
4005,586,232,133,0,0,0
3241,350,278,6,0,0,0
3057,4591,29,163,1,1,0
550,2562,366,135,0,1,0
5574,1870,313,87,0,0,0
5411,272,94,45,1,0,0
1587,2927,307,63,1,0,0
5920,4358,55,158,1,1,0
5260,3439,9,22,0,1,0
4409,3041,402,60,1,0,0
5783,3948,146,49,1,1,0
712,1764,363,45,0,0,0
5406,4290,86,42,1,1,0
7990,1770,252,137,0,0,0
7420,1522,186,94,1,0,0
6843,831,427,147,1,1,0
2433,561,232,143,1,0,0
3301,3540,252,2,1,0,0
270,4136,442,29,0,1,0
9986,1479,223,17,0,1,0
1079,4466,339,186,0,1,0
5322,1205,3,197,1,1,0
8795,656,352,34,0,0,0
5257,3940,111,146,0,0,0
7982,589,192,25,1,0,0
9777,4326,140,34,0,0,0
6214,4904,322,75,0,0,0
5006,1371,139,71,0,1,0
3985,4574,348,56,1,1,0
9587,3751,438,100,0,0,0
8791,3759,444,48,1,1,0
8705,2100,94,9,1,1,0
5991,1884,40,104,0,1,0
6227,747,419,156,0,1,0
9258,463,1,103,0,1,0
7833,753,277,70,1,0,0
2886,582,149,97,0,1,0
2653,2205,40,67,1,0,0
9280,4114,350,77,0,0,0
4864,4150,115,23,1,0,0
2514,4027,119,42,0,0,0
3969,4816,236,94,1,0,0
3284,3353,269,125,1,1,0
7740,2808,348,166,1,0,0
4566,3603,290,91,0,0,0
2196,3913,433,152,1,0,0
789,1419,8,82,1,1,0
3475,2167,238,195,1,1,0
9856,2144,117,33,0,1,0
1309,2167,351,118,1,1,0
864,1560,314,52,1,0,0
5389,1176,311,182,0,0,0
3363,1268,474,52,1,0,0
8215,3587,9,145,0,0,0
3003,1166,24,116,0,0,0
8502,3575,496,134,0,1,0
1231,2841,172,190,0,0,0
7959,1870,224,74,1,1,0
2711,3929,10,41,0,0,0
6581,2267,100,138,1,1,0
7705,2886,264,136,0,1,0
421,159,390,34,1,1,0
9965,2658,326,100,1,0,0
946,3763,417,86,1,1,0
9378,4734,82,96,1,0,0
1834,1055,275,192,1,0,0
1564,333,369,83,0,1,0
7332,3596,489,4,1,1,0
4944,891,344,153,1,1,0
1308,2987,260,50,1,1,0
2986,4447,367,37,0,0,0
386,1362,220,2,0,0,0
6131,925,310,186,0,0,0
9353,2443,218,12,0,1,0
3258,2577,88,162,0,1,0
6121,3980,484,86,0,1,0
4811,2405,14,2,1,1,0
6574,1419,245,180,0,0,0
6697,2875,175,54,1,0,0
3933,59,3,172,1,0,0
1439,2524,333,65,1,1,0
6169,3797,375,194,1,1,0
4480,2659,368,83,1,1,0
55,4096,464,171,1,1,1
3324,1578,20,72,0,1,0
6777,4406,207,111,1,0,0
105,3105,473,195,0,1,0
3201,707,136,61,1,0,0
669,1780,321,24,1,1,0
8934,2413,362,51,1,0,0
966,4953,462,49,1,1,0
307,3406,418,121,0,1,0
2138,2161,215,128,0,0,0
109,3539,367,38,0,1,0
3632,608,116,51,0,1,0
6728,308,178,75,1,1,0
5684,4307,245,39,1,0,0
6499,2364,127,59,0,1,0
1915,184,357,109,1,1,0
556,245,77,83,1,1,0
7619,238,228,196,0,1,0
104,519,292,19,0,1,0
2047,3907,261,84,1,0,0
145,276,81,1,0,0,0
873,4028,341,105,1,0,0
298,4309,337,8,1,0,0
3238,605,306,166,1,1,0
8837,4573,65,157,1,1,0
6382,4603,95,181,1,0,0
2511,4053,144,57,1,0,0
6596,2712,64,171,1,0,0
783,141,8,42,0,0,0
4992,3661,396,137,0,0,0
370,2369,483,108,0,1,0
486,1717,356,47,0,0,0
7378,4556,185,125,0,1,0
3196,4765,157,144,1,1,0
9552,3427,30,127,1,0,0
4287,2324,150,132,0,1,0
2261,1844,318,197,1,1,0
9148,399,241,191,0,1,0
8572,4763,155,106,1,1,0
238,2563,58,193,1,0,0
6843,1522,9,70,1,1,0
1105,1334,344,131,0,1,0
1386,2623,123,100,1,0,0
9719,238,355,82,0,0,0
1667,3215,345,27,1,0,0
2691,3647,281,105,0,1,0
7756,1616,236,37,0,0,0
1996,2429,332,65,0,1,0
1425,3652,16,194,1,0,0
8023,1721,423,187,1,1,0
6849,1272,323,46,1,0,0
3247,3139,22,105,1,0,0
2592,2878,418,102,0,1,0
1490,1535,458,24,1,0,0
1224,535,459,65,0,0,0
2587,948,8,78,0,1,0
7714,4958,206,66,1,0,0
3064,2642,44,196,0,0,0
7804,3941,420,39,1,1,0
832,1021,452,99,1,1,0
2440,433,402,177,1,0,0
4795,1403,330,114,0,0,0
1646,3511,456,167,1,1,0
440,2935,482,118,0,1,0
5956,4878,497,164,1,0,0
9721,4264,26,196,1,1,0
2367,4804,396,144,1,0,0
6696,3333,440,61,0,0,0
5190,1602,187,168,0,1,0
4663,228,139,75,0,1,0
7062,4522,8,169,1,1,0
4331,4217,233,30,1,1,0
9496,2196,91,32,0,0,0
3034,2899,76,42,1,1,0
9377,110,339,92,1,0,0
3262,1244,243,194,1,0,0
2107,4159,332,37,1,0,0
7036,2685,154,40,0,0,0
4320,3801,217,117,0,0,0
5938,3867,446,190,0,1,0
2747,1377,476,167,0,1,0
4677,1771,284,157,1,0,0
7972,12,149,174,0,1,0
4264,4334,328,21,0,1,0
3133,3261,87,95,1,0,0
1465,662,105,126,0,0,0
4109,3092,402,182,1,1,0
2211,693,293,170,1,0,0
5539,3390,94,60,0,1,0
9735,1181,252,73,0,1,0
1689,3018,38,31,0,0,0
9763,1504,398,131,1,1,0
7727,1902,254,44,1,1,0
7764,4171,53,71,0,0,0
4541,328,415,19,1,0,0
3541,1439,242,198,0,1,0
818,3846,109,64,1,0,0
4521,4167,253,187,0,1,0
1124,224,111,88,1,0,0
5660,2520,173,153,1,0,0
5641,3714,188,22,0,1,0
1129,2407,220,39,1,1,0
1702,810,248,129,0,1,0
2001,3117,51,153,1,0,0
6912,4773,161,77,0,1,0
3878,3290,456,189,0,0,0
7232,4386,34,43,0,0,0
9998,2251,453,158,1,1,0
6331,4661,36,153,0,1,0
6035,2529,333,112,1,0,0
6523,4606,316,82,0,1,0
8111,923,110,116,1,0,0
8736,3052,369,4,0,0,0
2401,15,176,120,1,0,0
9481,3596,8,69,1,1,0
8974,2403,274,34,1,0,0
539,4451,470,15,0,0,0
5615,4925,120,158,0,1,0
2956,4010,104,13,1,1,0
8077,2646,155,24,1,1,0
3722,1101,335,78,1,0,0
5087,2975,25,100,0,1,0
6460,1090,421,104,0,0,0
2170,2906,295,198,1,0,0
3391,1746,24,145,0,0,0
6942,4309,354,177,0,1,0
1616,1720,373,19,0,0,0
9108,448,68,55,0,0,0
6458,3012,326,129,0,1,0
2756,3504,150,153,1,0,0
6853,1568,344,22,1,1,0
7709,3186,64,31,0,1,0
1936,3491,149,140,1,1,0
3091,2546,319,12,0,1,0
968,4805,244,144,1,0,0
7297,4475,451,185,0,0,0
3203,1047,57,26,0,0,0
6499,4634,155,144,0,0,0
5173,4848,111,165,1,1,0
889,4630,122,13,1,0,0
8984,4768,461,141,1,1,0
9173,1064,352,139,0,0,0
7382,3821,451,68,0,0,0
3531,567,361,67,1,1,0
801,1436,202,54,1,0,0
8234,4510,486,190,0,0,0
3349,4544,479,28,0,1,0
8005,4705,3,88,0,0,0
9969,2705,128,44,1,0,0
3201,2483,25,131,0,0,0
349,4800,288,143,0,1,0
9759,4829,464,65,0,1,0
9321,3779,26,22,0,0,0
9972,4895,41,67,1,0,0
583,2794,452,147,0,0,0
3377,1860,70,144,1,1,0
6028,3336,63,179,0,0,0
7694,1890,24,5,1,1,0
6196,4826,71,81,1,1,0
7083,4291,481,122,1,0,0
3401,1097,360,166,1,1,0
3185,1638,387,104,0,1,0
5285,1658,267,33,1,1,0
9354,1125,313,53,1,1,0
6772,263,94,81,0,1,0
8490,2992,394,93,1,0,0
3347,160,356,64,1,1,0
788,1256,363,86,0,1,0
4945,4865,314,28,1,1,0
2889,310,116,40,0,1,0
9569,226,163,104,1,1,0
5273,272,364,62,1,0,0
3272,4412,277,159,1,0,0
9069,1922,64,65,0,1,0
5234,3157,305,111,1,0,0
9769,2338,259,99,0,1,0
6902,1601,227,172,1,0,0
7612,3718,199,144,1,0,0
2492,2422,472,170,1,1,0
6745,1925,219,65,1,1,0
9574,566,179,67,0,1,0
4240,2915,357,33,0,1,0
2322,251,227,0,0,0,0
5298,2354,483,150,1,1,0
1861,3501,251,133,0,0,0
6620,4770,298,15,0,1,0
4047,2311,360,1,1,1,0
7581,2115,429,115,0,0,0
7320,1602,3,75,1,1,0
1098,3270,140,26,1,1,0
5247,513,165,18,0,0,0
1734,441,253,27,0,0,0
4663,0,428,34,1,1,0
5909,902,152,114,1,0,0
3416,1220,66,67,1,1,0
6302,2321,54,48,1,0,0
7593,855,95,6,0,1,0
680,1017,166,36,1,0,0
8163,2220,320,114,0,0,0
2070,4680,330,152,1,0,0
6668,3504,385,114,0,1,0
8001,4550,452,40,1,1,0
9921,195,375,80,1,1,0
2191,4694,341,61,0,0,0
8859,1332,61,168,1,0,0
9804,4651,173,141,0,0,0
7586,1517,252,181,1,0,0
8872,4534,460,1,1,1,0
9164,2697,111,87,1,0,0
2846,4454,214,47,0,0,0
2463,3107,238,178,1,1,0
6837,1057,414,54,0,1,0
4922,2705,226,11,1,0,0
4392,2063,229,196,0,0,0
3183,2792,232,0,0,0,0
3167,420,162,186,1,1,0
2997,4648,125,102,1,0,0
6521,2814,428,33,1,0,0
3227,2840,252,111,1,0,0
6564,1031,332,45,0,1,0
9920,1491,437,186,0,0,0
2024,4975,198,193,1,1,0
329,1885,196,146,0,1,0
2486,4947,121,155,1,1,0
1155,509,412,98,1,1,0
4477,1859,455,167,1,1,0
2185,1858,263,56,1,0,0
7086,913,53,50,1,0,0
2317,2065,134,21,0,1,0
3621,2966,338,67,1,1,0
4491,4889,358,135,0,0,0
2511,3837,150,59,1,1,0
7842,1596,99,64,1,0,0
8641,4442,233,35,1,0,0
9546,1055,31,198,1,1,0
7848,1023,61,28,0,0,0
5404,3204,428,192,0,0,0
5393,575,195,55,1,0,0
1293,198,29,81,1,1,0
2465,1365,242,131,1,0,0
3175,1998,105,199,1,0,0
7849,1016,294,177,0,0,0
9425,3618,132,166,0,1,0
9629,25,450,162,1,1,0
8444,1558,21,152,0,1,0
8210,3724,155,43,0,1,0
2759,3458,405,174,1,0,0
5255,3356,383,167,0,0,0
8414,2367,213,30,1,0,0
2,470,225,196,0,0,0
8130,2467,284,80,0,1,0
1259,4746,170,73,1,1,0
8190,885,41,170,0,1,0
4323,875,59,123,0,0,0
5773,941,374,182,0,1,0
2568,3041,76,15,0,1,0
1885,571,454,67,0,0,0
7060,4149,201,118,1,0,0
7844,604,219,68,1,0,0
6111,4420,451,41,0,1,0
9491,3529,186,109,1,0,0
2338,4980,95,40,0,1,0
9268,4360,341,49,0,1,0
3758,381,211,5,1,0,0
4810,1236,367,74,0,1,0
9139,2380,339,180,1,1,0
6791,3779,261,16,0,0,0
7171,2105,328,104,0,1,0
2731,1517,411,184,1,1,0
869,1533,76,66,0,1,0
5166,3294,30,143,1,0,0
93,3440,38,179,1,1,1
2987,3489,305,99,0,0,0
9967,3945,333,89,0,0,0
8627,4642,213,161,1,1,0
4947,870,125,80,0,0,0
6651,2150,164,114,0,1,0
6979,3232,245,19,1,0,0
6794,3231,108,79,0,0,0
6524,3766,87,55,0,1,0
3144,4960,199,178,1,0,0
3587,3207,270,52,0,1,0
76,4493,50,48,0,1,1
9007,4487,488,3,0,1,0
8959,3826,197,17,0,1,0
6553,1612,22,35,0,1,0
8297,1077,152,116,0,0,0
6694,1300,222,34,1,1,0
2873,2158,429,29,0,1,0
3346,2271,220,117,0,1,0
7024,2529,150,62,0,1,0
3148,3260,265,81,1,0,0
9657,363,72,148,0,0,0
244,845,368,179,1,0,0
2625,3032,76,68,1,0,0
3849,1327,31,124,1,1,0
9597,3162,368,168,1,1,0
9173,391,434,53,1,1,0
7737,3255,492,86,0,1,0
8333,2059,424,157,0,1,0
892,3237,64,55,0,1,0
5487,2046,448,78,0,1,0
7251,4241,356,168,1,1,0
7310,1305,423,141,1,1,0
2399,2894,17,148,1,1,0
4640,2032,163,119,1,0,0
2960,764,286,24,1,0,0
7325,498,53,177,1,1,0
1469,3368,62,108,0,1,0
3374,2944,256,94,0,0,0
8847,3804,238,52,0,1,0
8234,4213,435,47,0,1,0
7923,4460,483,69,1,1,0
5122,135,440,175,1,1,0
9852,1100,8,131,1,1,0
5387,1871,469,151,0,0,0
7631,4033,119,158,0,1,0
7226,4113,347,82,0,0,0
5108,4012,89,156,0,1,0
2224,204,371,132,0,1,0
2110,4594,457,81,0,1,0
957,2371,311,194,1,0,0
7146,4690,174,103,0,0,0
560,561,2,74,0,1,0
9522,3314,129,180,0,0,0
7413,3960,53,88,1,0,0
1312,2526,292,63,0,0,0
1821,2211,183,34,0,1,0
5646,2371,414,11,1,0,0
4945,4735,352,174,0,0,0
5374,2681,223,89,0,0,0
2651,2806,490,54,1,1,0
9933,3769,11,111,1,0,0
4701,2255,441,68,0,0,0
2877,4410,194,90,1,1,0
5582,900,246,37,1,1,0
5390,1750,367,28,0,1,0
4083,4899,153,11,1,0,0
745,3295,77,146,1,1,0
8749,3159,139,136,0,1,0
941,1452,499,81,1,0,0
4023,1243,89,156,0,1,0
2296,2322,143,2,1,0,0
939,1670,436,86,1,1,0
1610,2027,71,157,0,1,0
6300,1768,432,185,1,0,0
1725,3663,176,87,1,0,0
9176,2302,347,52,1,0,0
9779,1169,262,100,1,0,0
9528,4710,270,3,1,1,0
8853,2432,104,56,0,1,0
7187,386,419,181,1,0,0
32,2430,71,27,0,1,1
5985,3348,73,15,1,0,0
3414,1405,142,12,1,1,0
1156,123,61,199,0,0,0
3126,3997,145,183,1,0,0
8252,3452,45,52,1,0,0
1543,3896,228,47,1,0,0
271,1624,104,24,1,1,0
5295,1181,108,65,0,0,0
4076,727,316,157,0,0,0
5902,3884,120,103,1,1,0
2709,3670,498,2,0,1,0
9346,1141,42,150,0,0,0
5221,2375,427,156,1,1,0
9937,4031,98,168,1,1,0
8529,358,193,93,0,0,0
6722,3742,310,10,0,0,0
8201,2844,213,20,0,0,0
4144,4538,462,126,0,1,0
5606,2211,228,90,0,1,0
6766,972,422,151,0,1,0
730,360,483,94,1,0,0
4890,2632,388,93,1,0,0
1648,3190,184,192,0,1,0
4228,4948,111,128,1,0,0
2130,1624,398,181,1,1,0
4366,3928,346,199,0,1,0
1506,1756,271,111,0,0,0
2158,240,312,33,0,0,0
2916,4761,483,79,1,1,0
3229,975,101,195,0,0,0
9858,4318,209,82,1,0,0
6265,2313,226,28,1,0,0
4136,1305,280,130,0,0,0
2689,787,21,10,1,0,0
7190,2428,247,135,0,0,0
2810,555,158,61,0,1,0
6152,2109,378,102,1,0,0
12,4942,228,32,0,1,1
5938,2649,417,135,0,1,0
7999,1559,342,152,0,1,0
7219,4235,399,87,0,0,0
5328,1363,453,153,0,1,0
3621,3959,186,153,0,0,0
3683,589,142,16,1,1,0
7872,1749,337,90,0,1,0
5310,540,357,156,1,1,0
652,2422,396,42,0,0,0
5799,290,23,72,0,1,0
8812,2090,140,4,1,1,0
3790,3935,448,177,1,0,0
1645,3958,239,55,0,1,0
4512,3859,291,190,0,1,0
4759,1255,304,56,1,1,0
5874,7,81,172,1,1,0
3688,1657,47,164,1,1,0
7689,4578,352,71,1,1,0
1379,4428,357,78,0,0,0
4243,1256,170,35,1,1,0
9580,3950,261,160,0,0,0
6507,1039,464,133,1,0,0
7819,2116,67,114,0,0,0
8593,684,13,70,1,0,0
2653,4018,29,172,0,1,0
5611,1797,109,91,1,1,0
6127,1824,211,134,1,0,0
3923,3534,263,104,1,0,0
8459,62,437,64,1,1,0
5912,260,321,23,0,1,0
5130,3571,484,44,1,1,0
5439,3192,387,188,1,0,0
7880,4953,201,146,1,0,0
6449,1488,83,116,0,0,0
1725,1130,443,159,0,1,0
9304,4275,375,29,1,0,0
7522,354,52,64,0,0,0
4784,2774,354,159,0,1,0
9472,588,495,184,0,1,0
1232,604,255,147,1,1,0
8808,2228,73,84,0,1,0
8338,173,219,82,0,1,0
7446,353,142,113,1,0,0
4616,3290,99,95,1,0,0
4725,433,128,157,1,1,0
3677,2952,405,86,0,0,0
6287,258,218,186,1,1,0
8480,867,476,189,0,0,0
1409,2606,270,66,0,1,0
8205,3645,457,30,1,1,0
256,595,467,65,1,0,0
1721,393,21,53,1,1,0
1423,4431,177,9,1,1,0
4953,2110,47,165,1,1,0
2990,3864,116,82,1,0,0
1195,4139,328,158,0,0,0
4559,2200,375,28,1,1,0
4365,3997,178,152,0,0,0
1244,3853,479,31,0,0,0
6766,4949,272,16,0,1,0
5302,3754,361,114,0,0,0
1306,4370,338,44,0,1,0
2402,3429,359,48,0,1,0
496,4521,346,86,1,1,0
3399,4578,178,145,0,1,0
909,213,420,74,0,0,0
372,2126,481,122,0,1,0
6236,138,494,123,1,0,0
1344,4193,48,51,0,0,0
8515,3960,314,147,0,0,0
2431,663,393,189,1,1,0
4670,2832,254,140,1,1,0
2784,1073,29,87,1,1,0
9407,4574,84,170,0,1,0
1695,4022,276,83,1,1,0
1907,161,33,105,1,1,0
4814,1500,328,91,1,1,0
780,3178,97,98,0,0,0
1019,4490,433,20,1,0,0
1403,4896,75,5,0,1,0
1426,185,174,198,0,1,0
8855,4653,340,52,1,0,0
5868,1980,248,86,0,1,0
10,4541,339,179,0,0,1
6330,3988,133,196,0,0,0
9230,829,177,85,1,1,0
2825,3519,364,136,0,1,0
7464,3511,227,95,1,0,0
3003,3328,62,173,0,0,0
9267,3348,267,112,1,1,0
7195,2485,424,70,0,0,0
6720,4611,414,157,0,1,0
3088,1225,257,42,1,1,0
1789,4851,143,186,0,1,0
3036,2844,384,165,1,1,0
7377,2733,387,33,1,0,0
7598,4420,302,45,0,1,0
4838,3996,499,31,1,1,0
5872,2670,448,143,0,0,0
3653,4782,51,166,1,0,0
4299,1498,302,0,1,0,0
9268,1688,98,184,1,1,0
973,2447,460,19,0,0,0
7083,867,305,169,0,0,0
5494,4312,44,71,0,1,0
9491,3008,41,161,0,0,0
3406,3524,478,177,1,0,0
5150,2012,467,10,0,0,0
9350,239,439,106,0,0,0
3129,47,326,42,1,1,0
104,4049,56,9,0,1,0
7433,3457,487,7,0,1,0
7689,3279,32,199,1,0,0
3567,3228,411,18,0,0,0
4348,1248,113,192,0,0,0
4390,1167,299,54,0,1,0
6811,3490,113,179,0,0,0
1181,4970,55,2,0,1,0
4644,1897,43,52,1,1,0
5873,3536,211,43,0,0,0
4394,2179,351,95,0,0,0
3534,4720,328,47,0,0,0
5844,1970,33,53,0,1,0
5939,4696,269,143,0,0,0
6475,2720,195,157,0,0,0
1774,2381,412,91,0,0,0
8283,1943,124,155,0,0,0
446,3146,78,143,1,0,0
108,3483,254,50,0,1,0
3239,3696,144,160,0,0,0
5931,2825,82,152,0,1,0
4053,1827,229,17,1,1,0
4537,222,136,125,0,0,0
6361,1746,26,153,1,1,0
1245,529,176,5,0,1,0
2720,133,206,165,0,0,0
8469,3803,420,171,0,1,0
7741,4486,411,194,0,1,0
5105,101,305,170,1,1,0
2922,3723,310,133,1,1,0
2513,2728,387,77,0,0,0
9030,2545,212,191,0,1,0
2801,2558,353,81,0,0,0
6981,3041,402,79,0,1,0
8221,2000,36,87,1,1,0
6502,948,387,12,0,0,0
6038,1568,292,64,1,1,0
6229,4936,178,165,1,1,0
9449,2053,159,63,1,0,0
364,3005,428,13,0,0,0
1800,193,367,144,0,0,0
5958,741,11,120,1,0,0
9096,3906,168,76,1,0,0
7436,2959,311,12,1,0,0
4793,4568,79,72,0,0,0
8160,2263,13,133,0,0,0
179,3420,53,5,1,1,0
3873,2923,446,120,0,0,0
3960,3254,253,93,0,1,0
1186,3239,64,164,0,1,0
773,3865,371,56,1,1,0
4460,37,57,52,0,0,0
352,1698,95,45,0,0,0
6943,4566,20,77,1,1,0
5202,4026,259,131,1,0,0
5344,3213,72,33,0,0,0
4507,1783,247,193,1,0,0
4830,1966,126,190,1,0,0
117,102,498,188,0,1,0
481,41,45,41,1,0,0
4287,2994,469,77,1,1,0
6802,3218,267,63,0,0,0
8298,2990,127,144,0,1,0
4477,4288,29,188,0,1,0
6533,3369,93,117,1,0,0
243,1061,223,29,0,0,0
7012,2549,315,170,1,1,0
865,1676,99,92,0,1,0
9753,3689,70,6,0,0,0
5329,3997,80,173,1,0,0
603,325,448,22,1,0,0
5756,1120,397,35,0,0,0
4018,107,366,141,1,1,0
5192,2678,299,147,0,0,0
2015,334,107,183,1,0,0
9850,2039,101,115,0,0,0
3380,803,409,80,0,1,0
3770,1848,90,159,1,0,0
5829,766,364,24,0,1,0
1613,3527,15,114,0,0,0
1879,2306,109,93,1,1,0
5372,2829,262,48,1,1,0
4108,1488,159,184,0,0,0
9291,4129,252,26,1,1,0
9266,3566,88,154,0,1,0
8978,2373,94,173,0,0,0
148,836,271,94,1,1,0
1754,3309,246,172,0,0,0
7378,3612,360,153,0,0,0
6681,4834,377,13,0,0,0
3756,2791,205,121,0,1,0
9371,4212,344,47,0,1,0
9116,3983,317,127,1,1,0
5392,3768,285,84,1,1,0
9795,1504,247,91,0,0,0
3052,2450,454,14,1,1,0
5692,3044,395,50,1,0,0
4218,2033,66,53,1,1,0
4803,1699,474,138,1,1,0
2377,2280,45,107,0,1,0
5086,1307,466,74,1,0,0
3182,2527,42,27,1,0,0
3160,3838,228,182,1,0,0
6576,975,438,196,1,0,0
8903,2056,300,199,1,1,0
2586,4810,443,153,1,1,0
2648,2426,233,127,0,1,0
7313,3674,198,69,1,1,0
1717,2428,496,159,1,0,0
5308,4939,335,175,1,0,0
7407,3733,31,95,1,0,0
870,359,263,139,0,1,0
3574,2223,112,197,0,1,0
5827,484,460,102,1,1,0
7986,1428,317,188,1,1,0
8462,2080,458,161,1,1,0
9735,695,275,86,1,1,0
8741,4660,145,104,0,1,0
5769,201,356,108,1,0,0
5733,3857,5,80,0,0,0
9904,1198,339,44,0,1,0
3240,1267,479,111,1,1,0
9554,2970,493,59,1,1,0
4893,73,107,192,0,1,0
9476,95,412,70,1,0,0
886,4268,259,12,0,0,0
5854,3477,70,77,1,1,0
5318,2202,426,175,1,0,0
2258,257,339,124,1,0,0
4382,3658,161,176,1,1,0
